0.129265874,0.10688602,0.018020073,0.081394936,0,0,0.041428587
0.142338057,0.103541084,0.024354181,0.095486275,0.021929257,0.006967646,0.048974262
0.154569302,0.08782044,0.019677463,0.100680312,0.02319021,0.005285146,0.045544688
0.183964455,0.085115963,0.029868018,0.103156058,0.057397588,0.032788536,0.056704948
0.192549546,0.089931069,0.035324837,0.109503668,0.10877332,0.095850108,0.068108321
0.213460018,0.084011239,0.043620861,0.13134761,0.098588703,0.070612194,0.072019535
0.189675298,0.081523979,0.02986413,0.103114647,0.051666721,0.079984355,0.054081163
0.206261845,0.097205467,0.043338366,0.136497279,0.148186168,0.082345136,0.086503868
0.205577799,0.089029577,0.042418313,0.134119143,0.092914417,0.062792571,0.074484302
0.221976077,0.103349971,0.053995426,0.155939423,0.244940024,0.062185666,0.111865594
0.238506144,0.125059431,0.071745962,0.184559867,0.300858418,0.062390718,0.135074471
0.252400437,0.135481128,0.082856569,0.178540582,0.356146335,0.075399769,0.147300452
0.260596438,0.167323286,0.112781604,0.206161264,0.396900967,0.072445286,0.176975522
0.304413038,0.189593965,0.140104575,0.251851633,0.458711889,0.073067043,0.216229853
0.305887816,0.194916218,0.125966865,0.235479768,0.342898251,0.087501145,0.189958365
0.320905451,0.196093658,0.129069127,0.263026503,0.418450322,0.115132434,0.210768222
0.321388676,0.207485834,0.139726187,0.26840097,0.428028711,0.138171298,0.221040126
0.350131161,0.237985543,0.161055858,0.312071107,0.451905978,0.163563104,0.252222802
0.366786741,0.279935227,0.172334925,0.358950544,0.486420511,0.153952472,0.28069148
0.327940457,0.250373369,0.154244877,0.338798509,0.461840021,0.15386418,0.256279271
0.287688426,0.244503881,0.132978703,0.288079744,0.484383588,0.119760341,0.235498466
0.314359946,0.226267077,0.151886432,0.309994676,0.598540205,0.189800287,0.267242289
0.341382903,0.23772824,0.176837999,0.330590393,0.674108442,0.237979696,0.29569262
0.285780628,0.187107636,0.145326845,0.29758637,0.698834427,0.227516674,0.268106181
0.286652944,0.21223475,0.152346458,0.267951372,0.728604223,0.231182033,0.274688578
0.210968584,0.170163872,0.110464627,0.221725627,0.629021307,0.178267033,0.220316903
0.217871801,0.168005698,0.102403152,0.181386062,0.574153707,0.191217085,0.199520808
0.195179044,0.150063487,0.088459819,0.15658424,0.531653141,0.177031769,0.177301202
0.179163581,0.133821712,0.071609898,0.125955395,0.420721653,0.161980861,0.141384704
0.198141152,0.113136801,0.088875786,0.139106129,0.438560898,0.190118386,0.153260542
0.14077542,0.078514654,0.056081742,0.086645173,0.335502279,0.170987889,0.097075458
0.155987599,0.092133991,0.067215675,0.093185045,0.371035274,0.169238964,0.11498325
0.169612039,0.08870888,0.076931949,0.107486394,0.444130104,0.174220039,0.131953757
0.146680808,0.082839393,0.061984333,0.088529342,0.406180284,0.134608672,0.113844136
0.061457457,0.026160054,0.014773972,0.0198385,0.100706457,0.044950561,0.019265554
