-1.214420182,-1.237749066,-1.286283595,-1.238708562,-2.144732962,-1.5205785
-1.170198798,-1.248571265,-1.265909412,-1.18689385,-2.051188037,-1.492812889
-1.128822189,-1.299433791,-1.280952461,-1.167795061,-2.045809117,-1.499517541
-1.029382458,-1.308183847,-1.248173703,-1.158691595,-1.899888688,-1.389918347
-1.000340282,-1.292605068,-1.230621394,-1.135351046,-1.680732202,-1.138622137
-0.929603052,-1.311758068,-1.203936551,-1.055029542,-1.72417732,-1.239193561
-1.010063466,-1.319805344,-1.248186207,-1.158843863,-1.924335187,-1.201846117
-0.953953473,-1.269069499,-1.204845219,-1.036093897,-1.51260649,-1.19243856
-0.956267506,-1.295521753,-1.207804644,-1.044838445,-1.748382458,-1.270354245
-0.900794402,-1.24918959,-1.170565907,-0.964603952,-1.099877865,-1.27277272
-0.844875476,-1.178950864,-1.113469844,-0.859364835,-0.861343477,-1.271955601
-0.797873007,-1.145232535,-1.077731661,-0.881498114,-0.625498548,-1.22011539
-0.77014707,-1.042210508,-0.981475319,-0.779935188,-0.451649114,-1.231888811
-0.621921578,-0.970156016,-0.893588731,-0.611928922,-0.187978622,-1.229411148
-0.616932607,-0.952936413,-0.93906384,-0.672129264,-0.682011682,-1.171892205
-0.566130029,-0.949126927,-0.929085159,-0.570838246,-0.359724761,-1.061783339
-0.564495345,-0.912268712,-0.894805847,-0.551076002,-0.318865661,-0.969974984
-0.467263499,-0.813590043,-0.826197204,-0.390498251,-0.217010995,-0.868790309
-0.410919979,-0.677866153,-0.789917154,-0.218119711,-0.069780316,-0.907088045
-0.542331579,-0.773510505,-0.848105286,-0.292219969,-0.174634764,-0.907439883
-0.678498624,-0.792500629,-0.916509687,-0.478715952,-0.078469339,-1.043341436
-0.588272565,-0.851503934,-0.855691418,-0.398133417,0.40849527,-0.764236868
-0.496857646,-0.81442252,-0.775432644,-0.322401713,0.730851152,-0.572245097
-0.684952441,-0.978200276,-0.876790868,-0.443759511,0.836326245,-0.613939549
-0.682001518,-0.896904085,-0.854211705,-0.5527292,0.963317016,-0.599333338
-0.938031227,-1.033020084,-0.988928068,-0.722704077,0.538520302,-0.810196123
-0.9146786,-1.040002634,-1.014858467,-0.871035109,0.304468347,-0.758591018
-0.991445054,-1.098052814,-1.059708345,-0.962232917,0.123171178,-0.815118567
-1.045623148,-1.150601407,-1.113907506,-1.074857044,-0.35003581,-0.875095444
-0.981424654,-1.217525307,-1.058370352,-1.026500997,-0.273937892,-0.762969264
